job_title,company,city,job_type,experience_level,min_experience_years,salary_pkr_k,required_skills,education,job_description,benefits,date_posted,company_tier,is_ai_ml_role
Machine Learning Engineer,Arbisoft,Faisalabad,Freelance,Senior,9.8,845,"FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, MLOps",PhD,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: FastAPI, TensorFlow, Flask, PyTorch, Python, Docker, MLOps.
        Experience required: 9.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Professional Development, Stock Options, Health Insurance, Food Allowance",2024-06-18,Tier1,True
Senior DevOps Engineer,Netsol,Karachi,Contract,Mid,3.7,255,"Kubernetes, AWS, FastAPI, CI/CD, Docker, Linux",Bachelors,"We are hiring a Senior DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, FastAPI, CI/CD, Docker, Linux.
        Experience required: 3.7+ years.
        This is a Contract position.
        Education: PhD preferred.","Remote Work, Professional Development, Medical Coverage",2025-03-11,MNC,False
Machine Learning Engineer,10Pearls,Multan,Contract,Mid,2.8,440,"FastAPI, TensorFlow, PyTorch, Python, Docker, Git, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: FastAPI, TensorFlow, PyTorch, Python, Docker, Git, MLOps.
        Experience required: 2.8+ years.
        This is a Full-time position.
        Education: PhD preferred.","Stock Options, Remote Work",2025-03-17,MNC,True
AI Research Engineer,Techlogix,Hybrid (Karachi),Contract,Junior,0.4,335,"AWS, FastAPI, PyTorch, MLflow, Python, Deep Learning, Git, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: AWS, FastAPI, PyTorch, MLflow, Python, Deep Learning, Git, BERT.
        Experience required: 0.4+ years.
        This is a Contract position.
        Education: Masters preferred.","Transport Allowance, Performance Bonus, Professional Development, Annual Bonus, Medical Coverage",2024-06-03,Tier1,True
DevOps Engineer,Netsol,Rawalpindi,Full-time,Senior,7.5,470,"Kubernetes, AWS, Node.js, Flask, CI/CD, Docker, Linux, PostgreSQL",PhD,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, Node.js, Flask, CI/CD, Docker, Linux, PostgreSQL.
        Experience required: 7.5+ years.
        This is a Contract position.
        Education: Not Specified preferred.","Flexible Hours, Remote Work, Food Allowance, Performance Bonus, Transport Allowance",2024-02-20,MNC,False
Data Scientist,Systems Ltd,Karachi,Freelance,Senior,6.7,535,"PyTorch, Airflow, Python, React, PostgreSQL, Statistics, Machine Learning, Data Visualization",Bachelors,"We are hiring a Data Scientist to join our team. 
        Required skills: PyTorch, Airflow, Python, React, PostgreSQL, Statistics, Machine Learning, Data Visualization.
        Experience required: 6.7+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Health Insurance, Flexible Hours",2024-04-08,MNC,True
Machine Learning Engineer,Arbisoft,Lahore,Contract,Junior,1.8,435,"Kubernetes, FastAPI, TensorFlow, PyTorch, MLflow, Python, Docker, MLOps",Bachelors,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Kubernetes, FastAPI, TensorFlow, PyTorch, MLflow, Python, Docker, MLOps.
        Experience required: 1.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Food Allowance, Professional Development, Stock Options, Transport Allowance, Health Insurance",2024-11-23,Tier1,True
AI Research Engineer,Netsol,Hybrid (Islamabad),Freelance,Senior,9.3,895,"Kubernetes, FastAPI, PyTorch, Python, Deep Learning, Git, React, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Kubernetes, FastAPI, PyTorch, Python, Deep Learning, Git, React, BERT.
        Experience required: 9.3+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Medical Coverage, Transport Allowance, Flexible Hours",2024-11-26,MNC,True
Business Intelligence Developer,Systems Ltd,Hybrid (Lahore),Full-time,Mid,4.0,295,"ETL, FastAPI, SQL, Power BI, PyTorch, Excel, Docker, Git",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, FastAPI, SQL, Power BI, PyTorch, Excel, Docker, Git.
        Experience required: 4.0+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Stock Options, Food Allowance, Transport Allowance, Professional Development",2024-01-01,MNC,False
Business Intelligence Developer,Folio3,Hybrid (Islamabad),Full-time,Junior,1.8,220,"AWS, Kubernetes, TensorFlow, SQL, Flask, Power BI, Data Warehouse, Excel",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: AWS, Kubernetes, TensorFlow, SQL, Flask, Power BI, Data Warehouse, Excel.
        Experience required: 1.8+ years.
        This is a Contract position.
        Education: PhD preferred.","Health Insurance, Annual Bonus, Food Allowance, Professional Development, Stock Options",2024-07-02,Tier1,False
DevOps Engineer,10Pearls,Hybrid (Karachi),Freelance,Senior,5.6,395,"Kubernetes, AWS, PyTorch, LLMs, CI/CD, Docker, Linux",Masters,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, AWS, PyTorch, LLMs, CI/CD, Docker, Linux.
        Experience required: 5.6+ years.
        This is a Contract position.
        Education: Bachelors preferred.","Flexible Hours, Stock Options, Health Insurance, Annual Bonus, Performance Bonus",2024-07-02,MNC,False
Business Intelligence Developer,Systems Ltd,Hybrid (Islamabad),Contract,Junior,1.6,250,"ETL, AWS, SQL, Power BI, Data Warehouse, Excel, Docker, PostgreSQL",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, AWS, SQL, Power BI, Data Warehouse, Excel, Docker, PostgreSQL.
        Experience required: 1.6+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Flexible Hours, Medical Coverage",2025-01-04,MNC,False
Full Stack Developer,Systems Ltd,Lahore,Full-time,Junior,0.6,280,"Node.js, SQL, JavaScript, Python, Docker, React, Git",Not Specified,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, JavaScript, Python, Docker, React, Git.
        Experience required: 0.6+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Remote Work, Annual Bonus, Medical Coverage",2024-06-06,MNC,False
Full Stack Developer,Techlogix,Lahore,Contract,Mid,2.8,310,"Node.js, SQL, MLflow, JavaScript, Python, LLMs, React, BERT",Masters,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, SQL, MLflow, JavaScript, Python, LLMs, React, BERT.
        Experience required: 2.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Annual Bonus, Remote Work, Professional Development, Medical Coverage",2024-01-24,Tier1,False
Senior NLP Engineer,10Pearls,Faisalabad,Contract,Senior,5.5,610,"Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, Docker, PostgreSQL",Not Specified,"We are hiring a Senior NLP Engineer to join our team. 
        Required skills: Hugging Face, FastAPI, PyTorch, NLP, Python, LLMs, Docker, PostgreSQL.
        Experience required: 5.5+ years.
        This is a Full-time position.
        Education: PhD preferred.","Performance Bonus, Stock Options, Flexible Hours, Annual Bonus, Food Allowance",2024-04-01,MNC,True
Lead AI Research Engineer,Systems Ltd,Hybrid (Karachi),Freelance,Senior,6.7,750,"Kubernetes, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, MongoDB, BERT",Masters,"We are hiring a Lead AI Research Engineer to join our team. 
        Required skills: Kubernetes, PyTorch, MLflow, Python, Deep Learning, PostgreSQL, MongoDB, BERT.
        Experience required: 6.7+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Medical Coverage, Remote Work, Flexible Hours, Performance Bonus",2024-04-08,MNC,True
DevOps Engineer,10Pearls,Karachi,Freelance,Junior,1.9,290,"Kubernetes, MLflow, CI/CD, Docker, Linux, PostgreSQL, BERT",Bachelors,"We are hiring a DevOps Engineer to join our team. 
        Required skills: Kubernetes, MLflow, CI/CD, Docker, Linux, PostgreSQL, BERT.
        Experience required: 1.9+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Food Allowance, Performance Bonus, Health Insurance, Medical Coverage",2024-05-25,MNC,False
Data Analyst,Systems Ltd,Islamabad,Contract,Mid,4.1,190,"SQL, Power BI, MLflow, Excel, Python, React, MongoDB, Data Visualization",Masters,"We are hiring a Data Analyst to join our team. 
        Required skills: SQL, Power BI, MLflow, Excel, Python, React, MongoDB, Data Visualization.
        Experience required: 4.1+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Flexible Hours, Annual Bonus, Remote Work, Food Allowance",2024-06-15,MNC,False
AI Research Engineer,10Pearls,Hybrid (Karachi),Full-time,Mid,3.9,415,"Kubernetes, MLflow, PyTorch, Python, Deep Learning, MongoDB, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Kubernetes, MLflow, PyTorch, Python, Deep Learning, MongoDB, BERT.
        Experience required: 3.9+ years.
        This is a Contract position.
        Education: Masters preferred.","Flexible Hours, Food Allowance, Professional Development, Annual Bonus, Stock Options",2024-07-17,MNC,True
Data Scientist,Techlogix,Hybrid (Lahore),Full-time,Senior,9.8,585,"Node.js, Kubernetes, SQL, MLflow, Python, React, Statistics, Data Visualization",Not Specified,"We are hiring a Data Scientist to join our team. 
        Required skills: Node.js, Kubernetes, SQL, MLflow, Python, React, Statistics, Data Visualization.
        Experience required: 9.8+ years.
        This is a Freelance position.
        Education: Masters preferred.","Annual Bonus, Transport Allowance, Performance Bonus",2025-02-10,Tier1,True
Business Intelligence Developer,Systems Ltd,Hybrid (Lahore),Contract,Senior,5.1,195,"ETL, Node.js, Kubernetes, SQL, Power BI, PyTorch, Data Warehouse, Excel",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, Kubernetes, SQL, Power BI, PyTorch, Data Warehouse, Excel.
        Experience required: 5.1+ years.
        This is a Full-time position.
        Education: Bachelors preferred.","Medical Coverage, Health Insurance, Transport Allowance, Professional Development, Flexible Hours",2024-08-01,MNC,False
Business Intelligence Developer,Techlogix,Rawalpindi,Contract,Mid,4.3,285,"ETL, Node.js, SQL, Power BI, Excel, Git, PostgreSQL, MongoDB",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, SQL, Power BI, Excel, Git, PostgreSQL, MongoDB.
        Experience required: 4.3+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Stock Options, Performance Bonus, Health Insurance, Flexible Hours",2024-02-16,Tier1,False
AI Research Engineer,Netsol,Islamabad,Freelance,Junior,2.0,395,"Kubernetes, PyTorch, MLflow, Python, LLMs, Deep Learning, MongoDB, BERT",Bachelors,"We are hiring a AI Research Engineer to join our team. 
        Required skills: Kubernetes, PyTorch, MLflow, Python, LLMs, Deep Learning, MongoDB, BERT.
        Experience required: 2.0+ years.
        This is a Freelance position.
        Education: Masters preferred.","Remote Work, Food Allowance",2024-11-09,MNC,True
NLP Engineer,Systems Ltd,Karachi,Freelance,Junior,1.6,380,"Hugging Face, PyTorch, MLflow, NLP, Python, LLMs, Git, Airflow",Not Specified,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, PyTorch, MLflow, NLP, Python, LLMs, Git, Airflow.
        Experience required: 1.6+ years.
        This is a Freelance position.
        Education: Masters preferred.","Food Allowance, Flexible Hours, Annual Bonus",2024-02-04,MNC,True
Full Stack Developer,Arbisoft,Hybrid (Karachi),Contract,Junior,1.4,250,"Node.js, FastAPI, SQL, JavaScript, Python, React, PostgreSQL, Airflow",Bachelors,"We are hiring a Full Stack Developer to join our team. 
        Required skills: Node.js, FastAPI, SQL, JavaScript, Python, React, PostgreSQL, Airflow.
        Experience required: 1.4+ years.
        This is a Full-time position.
        Education: Not Specified preferred.","Performance Bonus, Food Allowance, Annual Bonus, Remote Work",2024-09-26,Tier1,False
Machine Learning Engineer,10Pearls,Hybrid (Islamabad),Contract,Senior,5.8,530,"Node.js, FastAPI, TensorFlow, PyTorch, Python, Docker, Git, MLOps",Not Specified,"We are hiring a Machine Learning Engineer to join our team. 
        Required skills: Node.js, FastAPI, TensorFlow, PyTorch, Python, Docker, Git, MLOps.
        Experience required: 5.8+ years.
        This is a Freelance position.
        Education: Bachelors preferred.","Transport Allowance, Medical Coverage, Stock Options, Flexible Hours",2024-09-23,MNC,True
Business Intelligence Developer,Netsol,Karachi,Full-time,Mid,3.9,225,"ETL, TensorFlow, SQL, Power BI, MLflow, PyTorch, Data Warehouse, Excel",Not Specified,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, TensorFlow, SQL, Power BI, MLflow, PyTorch, Data Warehouse, Excel.
        Experience required: 3.9+ years.
        This is a Freelance position.
        Education: Not Specified preferred.","Professional Development, Stock Options, Remote Work, Annual Bonus, Medical Coverage",2024-09-05,MNC,False
NLP Engineer,Systems Ltd,Hybrid (Lahore),Contract,Senior,7.0,660,"Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Git",Masters,"We are hiring a NLP Engineer to join our team. 
        Required skills: Hugging Face, Kubernetes, PyTorch, NLP, Python, LLMs, Git.
        Experience required: 7.0+ years.
        This is a Freelance position.
        Education: Masters preferred.","Flexible Hours, Annual Bonus, Health Insurance",2024-12-20,MNC,True
Business Intelligence Developer,Netsol,Hybrid (Lahore),Contract,Junior,0.1,190,"ETL, Node.js, FastAPI, SQL, Power BI, Data Warehouse, Excel, PostgreSQL",Masters,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, FastAPI, SQL, Power BI, Data Warehouse, Excel, PostgreSQL.
        Experience required: 0.1+ years.
        This is a Freelance position.
        Education: PhD preferred.","Health Insurance, Transport Allowance",2024-03-24,MNC,False
Business Intelligence Developer,Techlogix,Remote,Freelance,Senior,7.4,370,"ETL, Node.js, TensorFlow, Power BI, PyTorch, Data Warehouse, Excel, LLMs",Bachelors,"We are hiring a Business Intelligence Developer to join our team. 
        Required skills: ETL, Node.js, TensorFlow, Power BI, PyTorch, Data Warehouse, Excel, LLMs.
        Experience required: 7.4+ years.
        This is a Freelance position.
        Education: Masters preferred.","Food Allowance, Annual Bonus, Performance Bonus, Health Insurance, Medical Coverage",2024-10-20,Tier1,False
